城市,行政區,場站名稱,分群
新北市,平溪區,平溪市民活動中心,火車站周邊－通勤到達型－高滿車風險
新北市,平溪區,菁桐老街,火車站周邊－通勤到達型－高滿車風險
新北市,新店區,三民地下停車場,均衡流動型
新北市,新店區,中印青潭廠,平穩低波動型
新北市,新店區,中央新村(中央三街),均衡流動型
新北市,新店區,中央陸橋(中央一街),平穩低波動型
新北市,新店區,中山路31巷(波爾多2社區),醫院周邊－雙尖峰高流動型
新北市,新店區,中正國小,醫院周邊－雙尖峰高流動型
新北市,新店區,中正民權路口,均衡流動型
新北市,新店區,中正路144巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,中正路284巷,醫院周邊－雙尖峰高流動型
新北市,新店區,中正路399巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,中興中正路口,醫院周邊－雙尖峰高流動型
新北市,新店區,中興寶慶街口,平穩低波動型
新北市,新店區,中興寶橋路口,均衡流動型
新北市,新店區,中興文化路口(東南側),醫院周邊－雙尖峰高流動型
新北市,新店區,中興檳榔路口,醫院周邊－雙尖峰高流動型
新北市,新店區,中興路2段100巷口,平穩低波動型
新北市,新店區,中華郵政五城郵局,平穩低波動型
新北市,新店區,中華郵政玫瑰城郵局,平穩低波動型
新北市,新店區,五峰國中,平穩低波動型
新北市,新店區,光明街,平穩低波動型
新北市,新店區,北城生活廣場(富貴街),平穩低波動型
新北市,新店區,北新國小,均衡流動型
新北市,新店區,北新新生街口,醫院周邊－雙尖峰高流動型
新北市,新店區,北新路二段228巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,十四張啓文路口,均衡流動型
新北市,新店區,十四張央北二路口(波爾多社區),均衡流動型
新北市,新店區,十四張歷史公園(北側),均衡流動型
新北市,新店區,十四張歷史公園(南側),均衡流動型
新北市,新店區,十四張歷史建築園區(文記街),均衡流動型
新北市,新店區,台北慈濟醫院,均衡流動型
新北市,新店區,台灣科技總部,醫院周邊－雙尖峰高流動型
新北市,新店區,吉安停車場,平穩低波動型
新北市,新店區,啟文央北二路口(中央公園社區),均衡流動型
新北市,新店區,國家人權博物館,平穩低波動型
新北市,新店區,大豐公園停車場,醫院周邊－雙尖峰高流動型
新北市,新店區,大豐里(建國路),醫院周邊－雙尖峰高流動型
新北市,新店區,大鵬華城,醫院周邊－雙尖峰高流動型
新北市,新店區,天山公園(永安街),平穩低波動型
新北市,新店區,央北三中央路口(全陽大璽),均衡流動型
新北市,新店區,央北二月記街口,均衡流動型
新北市,新店區,央北新村平面停車場,均衡流動型
新北市,新店區,央北社會住宅,均衡流動型
新北市,新店區,安光公園,平穩低波動型
新北市,新店區,安和公園,平穩低波動型
新北市,新店區,安和市民活動中心,均衡流動型
新北市,新店區,安和碧安街口,平穩低波動型
新北市,新店區,安和路二段117巷口,平穩低波動型
新北市,新店區,安居公教住宅,平穩低波動型
新北市,新店區,安康立體停車場,平穩低波動型
新北市,新店區,安康高中,均衡流動型
新北市,新店區,安德停車場,平穩低波動型
新北市,新店區,安成安德街口,均衡流動型
新北市,新店區,安民街35巷口,平穩低波動型
新北市,新店區,安民街停車場,醫院周邊－雙尖峰高流動型
新北市,新店區,安興祥和路口,平穩低波動型
新北市,新店區,安華公園,均衡流動型
新北市,新店區,寶中寶橋路口,均衡流動型
新北市,新店區,寶中路97巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,寶強文化路口,醫院周邊－雙尖峰高流動型
新北市,新店區,寶橋路235巷,平穩低波動型
新北市,新店區,寶橋路235巷口,均衡流動型
新北市,新店區,寶橋路29巷,醫院周邊－雙尖峰高流動型
新北市,新店區,寶橋路78巷,平穩低波動型
新北市,新店區,寶高智慧產業園區,均衡流動型
新北市,新店區,寶高路120巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,小金門友誼公園,均衡流動型
新北市,新店區,屈尺景觀公園,平穩低波動型
新北市,新店區,崇光女中,均衡流動型
新北市,新店區,廣興河濱公園,火車站周邊－通勤到達型－高滿車風險
新北市,新店區,建國民權路口,醫院周邊－雙尖峰高流動型
新北市,新店區,忠誠里(北新路2段97巷),均衡流動型
新北市,新店區,惠國市場,均衡流動型
新北市,新店區,捷運七張站(1號出口),均衡流動型
新北市,新店區,捷運十四張站,均衡流動型
新北市,新店區,捷運大坪林站(1號出口),均衡流動型
新北市,新店區,捷運大坪林站(5號出口),均衡流動型
新北市,新店區,捷運小碧潭站(1號出口),均衡流動型
新北市,新店區,捷運新店區公所站(1號出口),均衡流動型
新北市,新店區,捷運新店站,平穩低波動型
新北市,新店區,文山國中,平穩低波動型
新北市,新店區,新北市立圖書館新店分館,均衡流動型
新北市,新店區,新北捷運環狀線南機廠,均衡流動型
新北市,新店區,新和活動中心,平穩低波動型
新北市,新店區,新和街32巷口,平穩低波動型
新北市,新店區,新安永安街94巷口,平穩低波動型
新北市,新店區,新安永安街口,醫院周邊－雙尖峰高流動型
新北市,新店區,新店公有中央市場,均衡流動型
新北市,新店區,新店新和國小,平穩低波動型
新北市,新店區,新店行政園區,均衡流動型
新北市,新店區,新店高中,均衡流動型
新北市,新店區,新店高中(中央路),均衡流動型
新北市,新店區,明德路65巷口,醫院周邊－雙尖峰高流動型
新北市,新店區,柴埕市民活動中心,平穩低波動型
新北市,新店區,民權二十張路口,醫院周邊－雙尖峰高流動型
新北市,新店區,民生路156巷,均衡流動型
新北市,新店區,永平休閒廣場,平穩低波動型
新北市,新店區,永平街23巷,平穩低波動型
新北市,新店區,溪洲原住民族生活文化園區Cinemnemay,平穩低波動型
新北市,新店區,直潭活動中心,平穩低波動型
新北市,新店區,直潭淨水廠(直潭二街),平穩低波動型
新北市,新店區,碧潭大橋(溪洲路6巷),平穩低波動型
新北市,新店區,碧潭渡船頭,平穩低波動型
新北市,新店區,碧潭西岸,平穩低波動型
新北市,新店區,福民市民活動中心,醫院周邊－雙尖峰高流動型
新北市,新店區,綠湖公園,均衡流動型
新北市,新店區,綠湖公園地下停車場,醫院周邊－雙尖峰高流動型
新北市,新店區,胡璉故居紀念館,平穩低波動型
新北市,新店區,輕軌台北小城站(北側),平穩低波動型
新北市,新店區,輕軌台北小城站(南側),平穩低波動型
新北市,新店區,輕軌安康站,平穩低波動型
新北市,新店區,輕軌新和國小站,平穩低波動型
新北市,新店區,輕軌景文科大站,平穩低波動型
新北市,新店區,輕軌玫瑰中國城站,平穩低波動型
新北市,新店區,輕軌耕莘安康院區站,平穩低波動型
新北市,新店區,輕軌陽光運動公園站,平穩低波動型
新北市,新店區,輕軌雙城站,平穩低波動型
新北市,新店區,陽光Park社區,平穩低波動型
新北市,新店區,陽光橋,均衡流動型
新北市,新店區,雙城公園(安康路),平穩低波動型
新北市,新店區,雙城國小,平穩低波動型
新北市,新店區,青潭國小,平穩低波動型
新北市,新店區,青潭河濱公園,均衡流動型
新北市,新店區,順德街(御中央3社區),均衡流動型
新北市,新店區,龜山活動中心,平穩低波動型
新北市,新莊區,中信國小,均衡流動型
新北市,新莊區,中央昌仁路口,醫院周邊－雙尖峰高流動型
新北市,新莊區,中平中榮街口,醫院周邊－雙尖峰高流動型
新北市,新莊區,中平國中,均衡流動型
新北市,新莊區,中正仁愛街口,均衡流動型
新北市,新莊區,中正思源路口(東北側),均衡流動型
新北市,新莊區,中正思源路口(西南側),均衡流動型
新北市,新莊區,中正新雅巷口,均衡流動型
新北市,新莊區,中正路347巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,中正路883巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,中正雙鳳路口,醫院周邊－雙尖峰高流動型
新北市,新莊區,中港國小,醫院周邊－雙尖峰高流動型
新北市,新莊區,中港大排願景館,均衡流動型
新北市,新莊區,中港平面停車場,醫院周邊－雙尖峰高流動型
新北市,新莊區,中興中正路口(泰坤建設),均衡流動型
新北市,新莊區,中華中原路口,均衡流動型
新北市,新莊區,中華自治街口,均衡流動型
新北市,新莊區,中華里(中華路二段),均衡流動型
新北市,新莊區,中誠立體停車場,醫院周邊－雙尖峰高流動型
新北市,新莊區,丹鳳國小,平穩低波動型
新北市,新莊區,丹鳳派出所,醫院周邊－雙尖峰高流動型
新北市,新莊區,五工路68巷口,均衡流動型
新北市,新莊區,五權一五工三路口,平穩低波動型
新北市,新莊區,伊吉邦社區,醫院周邊－雙尖峰高流動型
新北市,新莊區,光華東帝士,平穩低波動型
新北市,新莊區,八德立體停車場,醫院周邊－雙尖峰高流動型
新北市,新莊區,化成公園,均衡流動型
新北市,新莊區,台北醫院(民樂街),醫院周邊－雙尖峰高流動型
新北市,新莊區,台水新莊服務所,均衡流動型
新北市,新莊區,台電台北西區營業處,醫院周邊－雙尖峰高流動型
新北市,新莊區,四維公園,醫院周邊－雙尖峰高流動型
新北市,新莊區,國家電影及視聽文化中心,醫院周邊－雙尖峰高流動型
新北市,新莊區,國泰國小,平穩低波動型
新北市,新莊區,塭仔圳十米園道(幸福路口),平穩低波動型
新北市,新莊區,塭仔圳十米園道(新莊歐洲村),平穩低波動型
新北市,新莊區,塭仔底濕地公園,均衡流動型
新北市,新莊區,塭仔底濕地公園(中華路),平穩低波動型
新北市,新莊區,大眾廟,均衡流動型
新北市,新莊區,宏匯廣場,均衡流動型
新北市,新莊區,宏匯思源廣場,均衡流動型
新北市,新莊區,幸福中環路口,醫院周邊－雙尖峰高流動型
新北市,新莊區,幸福路678巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,幸福路753巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,廣停一機車停車場,均衡流動型
新北市,新莊區,建中街90巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,建國一路平面停車場,平穩低波動型
新北市,新莊區,建福公園,均衡流動型
新北市,新莊區,後港公園,醫院周邊－雙尖峰高流動型
新北市,新莊區,復興化成路口,平穩低波動型
新北市,新莊區,思源路192巷口,均衡流動型
新北市,新莊區,思源路593巷口,均衡流動型
新北市,新莊區,思賢公園(北側),醫院周邊－雙尖峰高流動型
新北市,新莊區,思賢國小,均衡流動型
新北市,新莊區,思賢國小(自由街),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運丹鳳站(1號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運幸福站,均衡流動型
新北市,新莊區,捷運幸福站(2號出口),均衡流動型
新北市,新莊區,捷運新北產業園區站,均衡流動型
新北市,新莊區,捷運新莊副都心站,醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運新莊站(1號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運新莊站(2號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運輔大站(1號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運輔大站(4號出口),平穩低波動型
新北市,新莊區,捷運迴龍站(2號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運迴龍站(3號出口),醫院周邊－雙尖峰高流動型
新北市,新莊區,捷運頭前庄站(1號出口),均衡流動型
新北市,新莊區,文中三平面停車場,平穩低波動型
新北市,新莊區,新北大道昌平街口(臨時站),醫院周邊－雙尖峰高流動型
新北市,新莊區,新北市立圖書館新莊中港分館,醫院周邊－雙尖峰高流動型
新北市,新莊區,新月橋,醫院周邊－雙尖峰高流動型
新北市,新莊區,新樹公園,平穩低波動型
新北市,新莊區,新樹路258巷口,平穩低波動型
新北市,新莊區,新泰公園,醫院周邊－雙尖峰高流動型
新北市,新莊區,新泰國中,醫院周邊－雙尖峰高流動型
新北市,新莊區,新泰游泳池,平穩低波動型
新北市,新莊區,新泰路255巷口,醫院周邊－雙尖峰高流動型
新北市,新莊區,新莊勞工中心,平穩低波動型
新北市,新莊區,新莊國民運動中心,均衡流動型
新北市,新莊區,新莊國民運動中心(和興街),醫院周邊－雙尖峰高流動型
新北市,新莊區,新莊快樂公園,平穩低波動型
新北市,新莊區,新莊文化藝術中心,均衡流動型
新北市,新莊區,新莊棒球場,均衡流動型
